nameWithOwner,url,createdAt,updatedAt,repo_age_days,last_update_days_ago,primaryLanguage,issues_total,closed_issues_total,closed_issues_ratio,merged_pull_requests,releases_total,stargazers,forks
doocs/advanced-java,https://github.com/doocs/advanced-java,2018-10-06T11:38:30Z,2026-02-27T17:35:02Z,2701,0,Java,148,147,0.9932432432432432,89,1,78861,19281
anuraghazra/github-readme-stats,https://github.com/anuraghazra/github-readme-stats,2020-07-09T10:34:22Z,2026-02-27T19:55:52Z,2059,0,JavaScript,1386,1230,0.8874458874458875,1568,0,78550,31040
vitejs/vite,https://github.com/vitejs/vite,2020-04-21T05:03:57Z,2026-02-27T19:17:22Z,2138,0,TypeScript,8343,7884,0.9449838187702265,6036,658,78461,7863
anthropics/skills,https://github.com/anthropics/skills,2025-09-22T15:53:31Z,2026-02-27T22:21:11Z,158,0,Python,139,21,0.1510791366906475,20,0,78433,8178
junegunn/fzf,https://github.com/junegunn/fzf,2013-10-23T16:04:23Z,2026-02-27T22:11:28Z,4510,0,Go,3101,2845,0.9174459851660755,636,75,78198,2698
hoppscotch/hoppscotch,https://github.com/hoppscotch/hoppscotch,2019-08-21T13:15:24Z,2026-02-27T19:43:41Z,2382,0,TypeScript,2322,1767,0.7609819121447028,2033,98,77940,5600
netdata/netdata,https://github.com/netdata/netdata,2013-06-17T18:39:10Z,2026-02-27T21:54:40Z,4638,0,C,8200,8028,0.9790243902439024,11702,132,77905,6359
tensorflow/models,https://github.com/tensorflow/models,2016-02-05T01:15:20Z,2026-02-27T13:03:06Z,3675,0,Python,7324,6240,0.85199344620426,2342,51,77690,45272
nomic-ai/gpt4all,https://github.com/nomic-ai/gpt4all,2023-03-27T18:49:32Z,2026-02-27T21:12:20Z,1068,0,C++,2212,1493,0.6749547920433996,938,38,77154,8321
MisterBooo/LeetCodeAnimation,https://github.com/MisterBooo/LeetCodeAnimation,2018-12-06T08:01:22Z,2026-02-27T21:59:11Z,2640,0,Java,61,43,0.7049180327868853,63,0,76720,13996
coder/code-server,https://github.com/coder/code-server,2019-02-27T16:50:41Z,2026-02-27T20:16:29Z,2557,0,TypeScript,3790,3619,0.9548812664907652,1625,222,76403,6527
FortAwesome/Font-Awesome,https://github.com/FortAwesome/Font-Awesome,2012-02-17T14:19:43Z,2026-02-27T18:52:30Z,5124,0,JavaScript,19900,19609,0.9853768844221106,220,63,76380,12241
elastic/elasticsearch,https://github.com/elastic/elasticsearch,2010-02-08T13:20:56Z,2026-02-27T22:05:39Z,5863,0,Java,43018,38523,0.8955088567576364,87122,235,76201,25807
zed-industries/zed,https://github.com/zed-industries/zed,2021-02-20T03:01:06Z,2026-02-27T22:10:28Z,1833,0,Rust,18503,15879,0.8581851591633789,21910,1000,76091,7108
d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh,2017-08-23T04:40:24Z,2026-02-27T21:45:27Z,3110,0,Python,0,0,,1019,16,75855,12133
mlabonne/llm-course,https://github.com/mlabonne/llm-course,2023-06-17T22:16:25Z,2026-02-27T22:07:10Z,986,0,,95,32,0.3368421052631579,2,0,75810,8740
sdmg15/Best-websites-a-programmer-should-visit,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,2017-03-05T20:25:17Z,2026-02-27T20:00:58Z,3281,0,,185,105,0.5675675675675675,431,0,75761,8575
localsend/localsend,https://github.com/localsend/localsend,2022-12-16T00:46:07Z,2026-02-27T22:17:06Z,1169,0,Dart,1594,738,0.4629861982434128,699,24,75681,4027
typicode/json-server,https://github.com/typicode/json-server,2013-11-27T13:21:13Z,2026-02-27T20:43:45Z,4475,0,JavaScript,1178,566,0.48047538200339557,159,45,75629,7266
swisskyrepo/PayloadsAllTheThings,https://github.com/swisskyrepo/PayloadsAllTheThings,2016-10-18T07:29:07Z,2026-02-27T21:56:08Z,3419,0,Python,0,0,,563,5,75578,16692
Developer-Y/cs-video-courses,https://github.com/Developer-Y/cs-video-courses,2016-10-21T17:02:11Z,2026-02-27T20:21:07Z,3416,0,,0,0,,257,0,75252,10094
nestjs/nest,https://github.com/nestjs/nest,2017-02-04T20:12:52Z,2026-02-27T19:42:16Z,3310,0,TypeScript,5781,5763,0.9968863518422418,8040,141,74794,8232
ventoy/Ventoy,https://github.com/ventoy/Ventoy,2020-03-10T15:19:19Z,2026-02-27T20:52:35Z,2180,0,C,2688,1878,0.6986607142857143,294,108,74717,4703
Stirling-Tools/Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,2023-01-27T18:22:42Z,2026-02-27T22:01:00Z,1127,0,TypeScript,1644,1309,0.7962287104622872,3145,166,74623,6333
unionlabs/union,https://github.com/unionlabs/union,2023-05-16T22:33:39Z,2026-02-27T18:56:15Z,1017,0,Rust,1837,1709,0.9303211758301578,3102,107,74283,3845
infiniflow/ragflow,https://github.com/infiniflow/ragflow,2023-12-12T06:13:13Z,2026-02-27T21:11:14Z,808,0,Python,6565,3608,0.5495811119573496,5369,40,73864,8210
vuejs/awesome-vue,https://github.com/vuejs/awesome-vue,2015-10-20T00:16:14Z,2026-02-27T17:58:28Z,3783,0,,230,191,0.8304347826086956,3611,0,73629,9496
sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,2018-12-24T14:30:48Z,2026-02-27T20:45:42Z,2622,0,Python,1149,1066,0.927763272410792,733,2,73213,8681
redis/redis,https://github.com/redis/redis,2009-03-21T22:32:25Z,2026-02-27T21:45:57Z,6186,0,C,6910,4704,0.680752532561505,4420,117,73197,24507
jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,2018-05-19T00:53:06Z,2026-02-27T21:15:28Z,2841,0,Go,2516,1737,0.6903815580286169,1807,176,73156,2545
awesomedata/awesome-public-datasets,https://github.com/awesomedata/awesome-public-datasets,2014-11-20T06:20:50Z,2026-02-27T18:39:06Z,4117,0,,122,48,0.39344262295081966,188,1,73099,11165
twitter/the-algorithm,https://github.com/twitter/the-algorithm,2023-03-27T14:57:57Z,2026-02-27T21:35:51Z,1068,0,Scala,1066,749,0.702626641651032,2,0,72810,13277
lobehub/lobehub,https://github.com/lobehub/lobehub,2023-05-21T07:19:12Z,2026-02-27T22:16:21Z,1013,0,TypeScript,5365,4701,0.8762348555452004,4251,1000,72752,14685
github/spec-kit,https://github.com/github/spec-kit,2025-08-21T22:54:31Z,2026-02-27T22:17:36Z,189,0,Python,860,326,0.37906976744186044,159,110,72608,6232
tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,2014-08-12T18:04:59Z,2026-02-27T22:06:56Z,4217,0,C++,2748,2318,0.8435225618631732,1431,35,72596,10521
CompVis/stable-diffusion,https://github.com/CompVis/stable-diffusion,2022-08-10T14:36:44Z,2026-02-27T17:14:46Z,1297,0,Jupyter Notebook,735,199,0.2707482993197279,5,0,72584,10609
grafana/grafana,https://github.com/grafana/grafana,2013-12-11T15:59:56Z,2026-02-27T22:23:48Z,4461,0,TypeScript,43097,39827,0.9241246490474975,62389,592,72412,13491
thedaviddias/Front-End-Checklist,https://github.com/thedaviddias/Front-End-Checklist,2017-10-16T10:12:36Z,2026-02-27T22:14:07Z,3056,0,,151,151,1.0,179,1,72235,6618
enaqx/awesome-react,https://github.com/enaqx/awesome-react,2014-08-06T05:31:44Z,2026-02-27T22:13:15Z,4223,0,,116,115,0.9913793103448276,794,0,72160,7514
josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,2014-07-15T19:11:19Z,2026-02-27T21:06:50Z,4245,0,Python,97,97,1.0,902,0,71756,15324
abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,2023-11-14T17:53:32Z,2026-02-27T16:56:06Z,836,0,TypeScript,395,282,0.7139240506329114,68,0,71750,8854
python/cpython,https://github.com/python/cpython,2017-02-10T19:23:51Z,2026-02-27T21:15:23Z,3304,0,Python,75391,68221,0.9048958098446764,57093,0,71744,34141
openai/openai-cookbook,https://github.com/openai/openai-cookbook,2022-03-11T02:08:53Z,2026-02-27T22:18:21Z,1449,0,Jupyter Notebook,723,652,0.9017980636237898,1002,0,71741,12049
ocornut/imgui,https://github.com/ocornut/imgui,2014-07-21T14:29:47Z,2026-02-27T21:15:06Z,4239,0,C++,6777,5744,0.8475726722738675,418,118,71606,11575
PKUFlyingPig/cs-self-learning,https://github.com/PKUFlyingPig/cs-self-learning,2021-10-20T13:43:42Z,2026-02-27T21:47:21Z,1591,0,HTML,231,106,0.4588744588744589,315,5,71473,7844
moby/moby,https://github.com/moby/moby,2013-01-18T18:10:57Z,2026-02-27T20:26:28Z,4788,0,Go,23377,20108,0.8601616973948754,22339,273,71449,18911
strapi/strapi,https://github.com/strapi/strapi,2015-09-30T15:34:48Z,2026-02-27T21:35:19Z,3803,0,TypeScript,11791,11222,0.9517428547197014,9551,513,71429,9508
vllm-project/vllm,https://github.com/vllm-project/vllm,2023-02-09T11:23:20Z,2026-02-27T22:01:58Z,1114,0,Python,13702,12028,0.8778280542986425,14242,84,71414,13772
PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,2020-05-08T10:38:16Z,2026-02-27T21:55:31Z,2121,0,Python,10487,10252,0.9775913035186421,3109,29,71313,9874
pallets/flask,https://github.com/pallets/flask,2010-04-06T11:11:59Z,2026-02-27T21:40:50Z,5806,0,Python,2722,2722,1.0,1627,38,71283,16738
anthropics/claude-code,https://github.com/anthropics/claude-code,2025-02-22T17:41:21Z,2026-02-27T22:25:01Z,370,0,Shell,28217,22060,0.7817982067547932,143,50,71122,5630
dair-ai/Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,2022-12-16T16:04:50Z,2026-02-27T21:20:08Z,1169,0,MDX,238,74,0.31092436974789917,342,0,70897,7546
protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,2014-08-26T15:52:15Z,2026-02-27T22:11:31Z,4203,0,C++,6792,6666,0.9814487632508834,8698,208,70754,16038
apache/superset,https://github.com/apache/superset,2015-07-21T18:55:34Z,2026-02-27T19:02:30Z,3874,0,TypeScript,12178,11530,0.9467892921662013,16368,243,70714,16732
hakimel/reveal.js,https://github.com/hakimel/reveal.js,2011-06-07T18:54:22Z,2026-02-27T18:16:35Z,5379,0,JavaScript,2489,1696,0.6813981518682202,413,49,70639,16802
obsproject/obs-studio,https://github.com/obsproject/obs-studio,2013-10-01T02:40:31Z,2026-02-27T21:28:30Z,4532,0,C,4909,4157,0.8468119779995926,5418,234,70601,9048
caddyserver/caddy,https://github.com/caddyserver/caddy,2015-01-13T19:45:03Z,2026-02-27T22:24:11Z,4063,0,Go,4483,4278,0.9542716930626812,2247,133,70446,4653
binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,2023-03-20T09:05:13Z,2026-02-27T09:01:33Z,1075,0,Python,1756,1480,0.8428246013667426,228,32,70125,8399
fffaraz/awesome-cpp,https://github.com/fffaraz/awesome-cpp,2014-07-17T08:51:11Z,2026-02-27T21:44:11Z,4243,0,,590,245,0.4152542372881356,826,0,69936,8233
swiftlang/swift,https://github.com/swiftlang/swift,2015-10-23T21:15:07Z,2026-02-27T21:35:55Z,3780,0,C++,17453,10048,0.5757176416661892,58007,66,69820,10673
Eugeny/tabby,https://github.com/Eugeny/tabby,2016-12-23T09:06:10Z,2026-02-27T19:29:52Z,3353,0,TypeScript,6016,3508,0.5831117021276596,1512,204,69129,3881
danielmiessler/SecLists,https://github.com/danielmiessler/SecLists,2012-02-19T01:30:18Z,2026-02-27T21:31:09Z,5122,0,PHP,316,307,0.9715189873417721,695,29,69127,24914
nektos/act,https://github.com/nektos/act,2019-01-02T19:53:43Z,2026-02-27T22:09:30Z,2613,0,Go,1317,1076,0.8170083523158694,1056,92,69032,1861
binhnguyennus/awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,2017-12-27T03:46:40Z,2026-02-27T21:23:13Z,2984,0,,0,0,,37,0,68843,6845
expressjs/express,https://github.com/expressjs/express,2009-06-26T18:56:01Z,2026-02-27T15:24:11Z,6090,0,JavaScript,4029,3929,0.9751799453958798,519,164,68830,22668
base/node,https://github.com/base/node,2023-02-01T13:55:02Z,2026-02-27T18:00:37Z,1122,0,Go,328,321,0.9786585365853658,247,70,68724,3213
AppFlowy-IO/AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,2021-06-16T12:56:48Z,2026-02-27T21:42:51Z,1717,0,Dart,3894,2991,0.7681047765793528,3894,127,68275,4905
OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,2024-03-13T03:33:31Z,2026-02-27T22:25:45Z,716,0,Python,3820,3646,0.9544502617801047,6352,99,68274,8514
ansible/ansible,https://github.com/ansible/ansible,2012-03-06T14:58:02Z,2026-02-27T20:15:29Z,5106,0,Python,33288,32749,0.9838079788512377,39665,207,68137,24195
hiyouga/LlamaFactory,https://github.com/hiyouga/LlamaFactory,2023-05-28T10:09:12Z,2026-02-27T21:12:06Z,1006,0,Python,7851,6959,0.8863839001401096,891,35,67646,8247
chartjs/Chart.js,https://github.com/chartjs/Chart.js,2013-03-17T23:56:36Z,2026-02-27T22:22:33Z,4729,0,JavaScript,7301,6817,0.9337077112724285,3016,117,67197,11993
prakhar1989/awesome-courses,https://github.com/prakhar1989/awesome-courses,2014-11-15T18:36:49Z,2026-02-27T21:41:53Z,4122,0,,82,39,0.47560975609756095,194,0,66698,8334
juliangarnier/anime,https://github.com/juliangarnier/anime,2016-03-13T21:37:45Z,2026-02-27T20:20:51Z,3638,0,JavaScript,835,750,0.8982035928143712,87,34,66662,4461
leonardomso/33-js-concepts,https://github.com/leonardomso/33-js-concepts,2018-09-04T13:27:04Z,2026-02-27T16:37:51Z,2733,0,JavaScript,119,119,1.0,262,0,66262,9187
webpack/webpack,https://github.com/webpack/webpack,2012-03-10T10:08:14Z,2026-02-27T19:00:22Z,5102,0,JavaScript,10147,10034,0.9888637035577018,5542,447,66006,9286
labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,2020-08-25T02:29:34Z,2026-02-27T16:39:39Z,2012,0,Python,142,114,0.8028169014084507,104,0,65823,6618
apache/echarts,https://github.com/apache/echarts,2013-04-03T03:18:59Z,2026-02-27T18:59:47Z,4713,0,TypeScript,19298,17651,0.9146543683283241,1492,122,65812,19837
xtekky/gpt4free,https://github.com/xtekky/gpt4free,2023-03-29T17:00:43Z,2026-02-27T20:11:05Z,1066,0,Python,1987,1983,0.9979869149471565,870,429,65691,13670
TapXWorld/ChinaTextbook,https://github.com/TapXWorld/ChinaTextbook,2020-01-05T04:11:06Z,2026-02-27T19:46:44Z,2245,0,Roff,159,76,0.4779874213836478,1,0,65398,14581
lydiahallie/javascript-questions,https://github.com/lydiahallie/javascript-questions,2019-06-12T08:26:27Z,2026-02-27T18:39:49Z,2452,0,,252,233,0.9246031746031746,328,0,65297,9231
scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,2010-08-17T09:43:38Z,2026-02-27T22:12:36Z,5673,0,Python,11974,10370,0.8660430933689661,14149,49,65240,26733
TheAlgorithms/Java,https://github.com/TheAlgorithms/Java,2016-07-16T10:21:02Z,2026-02-27T22:07:16Z,3513,0,Java,1202,1176,0.978369384359401,2263,0,65121,20990
sindresorhus/awesome-nodejs,https://github.com/sindresorhus/awesome-nodejs,2014-07-11T13:35:34Z,2026-02-27T22:13:19Z,4249,0,,105,102,0.9714285714285714,421,0,65100,6179
NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,2019-03-01T03:27:48Z,2026-02-27T21:10:15Z,2555,0,Java,5858,4319,0.7372823489245476,553,51,65076,7180
kdn251/interviews,https://github.com/kdn251/interviews,2017-02-14T18:19:25Z,2026-02-27T20:29:59Z,3300,0,Java,58,24,0.41379310344827586,42,0,64958,12936
bradtraversy/design-resources-for-developers,https://github.com/bradtraversy/design-resources-for-developers,2020-05-06T14:40:35Z,2026-02-27T21:21:28Z,2123,0,,111,109,0.9819819819819819,967,0,64895,11984
kelseyhightower/nocode,https://github.com/kelseyhightower/nocode,2018-02-06T23:54:00Z,2026-02-27T22:17:21Z,2942,0,Dockerfile,4915,727,0.14791454730417092,1,1,64832,4798
obra/superpowers,https://github.com/obra/superpowers,2025-10-09T19:45:18Z,2026-02-27T22:24:25Z,141,0,Shell,306,207,0.6764705882352942,39,2,64641,4925
chrislgarry/Apollo-11,https://github.com/chrislgarry/Apollo-11,2014-04-03T15:45:02Z,2026-02-27T21:29:28Z,4348,0,Assembly,387,330,0.8527131782945736,355,0,64606,7371
FoundationAgents/MetaGPT,https://github.com/FoundationAgents/MetaGPT,2023-06-30T09:04:55Z,2026-02-27T20:49:05Z,973,0,Python,903,888,0.9833887043189369,673,22,64553,8116
localstack/localstack,https://github.com/localstack/localstack,2016-10-25T23:48:03Z,2026-02-27T22:23:17Z,3411,0,Python,6166,5867,0.9515082711644502,6792,106,64492,4577
facebook/docusaurus,https://github.com/facebook/docusaurus,2017-06-20T16:13:53Z,2026-02-27T21:38:43Z,3174,0,TypeScript,3399,3107,0.9140923801117976,5619,154,63930,9747
keras-team/keras,https://github.com/keras-team/keras,2015-03-28T00:35:42Z,2026-02-27T17:31:46Z,3989,0,Python,12648,12450,0.9843453510436433,4618,86,63877,19714
toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,2022-07-31T18:45:21Z,2026-02-27T22:17:42Z,1307,0,TypeScript,3591,3098,0.8627123363965469,9004,539,63314,4422
prometheus/prometheus,https://github.com/prometheus/prometheus,2012-11-24T11:14:12Z,2026-02-27T18:22:27Z,4843,0,Go,6382,5866,0.9191476026324036,8214,359,62958,10208
socketio/socket.io,https://github.com/socketio/socket.io,2010-03-11T18:24:48Z,2026-02-27T14:54:06Z,5832,0,TypeScript,3650,3462,0.9484931506849315,439,82,62906,10137
resume/resume.github.com,https://github.com/resume/resume.github.com,2011-02-06T13:39:55Z,2026-02-27T17:01:06Z,5500,0,JavaScript,126,66,0.5238095238095238,84,0,62803,1365
alacritty/alacritty,https://github.com/alacritty/alacritty,2016-02-18T05:02:30Z,2026-02-27T21:09:38Z,3662,0,Rust,6246,5923,0.9482869036183157,1915,105,62711,3312
openinterpreter/open-interpreter,https://github.com/openinterpreter/open-interpreter,2023-07-14T07:10:44Z,2026-02-27T21:13:24Z,959,0,Python,1049,803,0.765490943755958,384,48,62442,5382
openai/codex,https://github.com/openai/codex,2025-04-13T05:37:54Z,2026-02-27T22:18:10Z,320,0,Rust,5932,4665,0.7864126770060688,4133,551,62271,8273
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,2020-12-20T10:46:38Z,2026-02-27T22:13:57Z,1895,0,Python,2280,2243,0.9837719298245614,4207,54,62261,6071
nocodb/nocodb,https://github.com/nocodb/nocodb,2017-10-29T18:51:48Z,2026-02-27T22:14:19Z,3043,0,TypeScript,4479,4062,0.9068988613529806,5797,183,62257,4648
rust-lang/rustlings,https://github.com/rust-lang/rustlings,2015-09-15T02:25:18Z,2026-02-27T22:02:58Z,3818,0,Rust,758,708,0.9340369393139841,922,46,61985,11159
traefik/traefik,https://github.com/traefik/traefik,2015-09-13T19:04:02Z,2026-02-27T22:03:26Z,3820,0,Go,6596,5928,0.8987265009096422,5058,506,61952,5848
FuelLabs/sway,https://github.com/FuelLabs/sway,2021-01-19T20:54:33Z,2026-02-27T15:44:44Z,1865,0,Rust,3264,2417,0.7405024509803921,3638,185,61926,5429
ryanoasis/nerd-fonts,https://github.com/ryanoasis/nerd-fonts,2014-12-05T04:31:17Z,2026-02-27T17:39:35Z,4102,0,CSS,1126,1079,0.9582593250444049,565,38,61803,3870
gorhill/uBlock,https://github.com/gorhill/uBlock,2015-04-01T17:51:11Z,2026-02-27T19:45:20Z,3985,0,JavaScript,3447,3434,0.996228604583696,256,283,61795,3958
lodash/lodash,https://github.com/lodash/lodash,2012-04-07T04:11:46Z,2026-02-27T18:26:41Z,5074,0,JavaScript,4337,4274,0.9854738298362924,614,2,61570,7126
tldr-pages/tldr,https://github.com/tldr-pages/tldr,2013-12-08T07:34:43Z,2026-02-27T22:06:33Z,4464,0,Markdown,1681,1479,0.8798334324806663,17675,6,61481,5099
reduxjs/redux,https://github.com/reduxjs/redux,2015-05-29T23:53:15Z,2026-02-27T14:01:42Z,3926,0,TypeScript,2067,2030,0.9820996613449444,1746,78,61439,15131
daytonaio/daytona,https://github.com/daytonaio/daytona,2024-02-06T08:21:20Z,2026-02-27T21:45:31Z,752,0,TypeScript,1065,833,0.7821596244131456,1835,161,61149,5074
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,2024-05-09T09:48:50Z,2026-02-27T22:09:35Z,659,0,Python,930,749,0.8053763440860215,163,13,61111,6250
atom/atom,https://github.com/atom/atom,2012-01-20T18:18:21Z,2026-02-27T15:03:37Z,5152,0,JavaScript,17111,16148,0.9437204137689206,3937,538,60987,17285
xingshaocheng/architect-awesome,https://github.com/xingshaocheng/architect-awesome,2018-04-06T13:30:58Z,2026-02-27T06:06:35Z,2884,0,,71,23,0.323943661971831,49,0,60834,17804
h5bp/Front-end-Developer-Interview-Questions,https://github.com/h5bp/Front-end-Developer-Interview-Questions,2012-02-09T23:34:10Z,2026-02-27T21:54:19Z,5131,0,Nunjucks,177,143,0.807909604519774,484,0,60787,11076
LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,2024-05-30T09:18:10Z,2026-02-27T22:25:08Z,638,0,C++,1464,918,0.6270491803278688,5839,0,60561,2799
youngyangyang04/leetcode-master,https://github.com/youngyangyang04/leetcode-master,2019-12-14T12:05:42Z,2026-02-27T19:38:25Z,2267,0,Shell,277,68,0.24548736462093862,2311,0,60468,12338
minio/minio,https://github.com/minio/minio,2015-01-14T19:23:58Z,2026-02-27T21:14:29Z,4062,0,Go,7885,7840,0.9942929613189601,9882,521,60392,7138
BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,2016-03-11T02:02:33Z,2026-02-27T20:55:05Z,3640,0,Rust,1767,1673,0.9468024900962083,544,74,60361,2402
commaai/openpilot,https://github.com/commaai/openpilot,2016-11-24T01:33:30Z,2026-02-27T21:18:46Z,3382,0,Python,3211,3035,0.9451884148240424,12585,61,60179,10663
adam-p/markdown-here,https://github.com/adam-p/markdown-here,2012-05-13T03:27:22Z,2026-02-27T21:15:30Z,5038,0,JavaScript,637,332,0.521193092621664,27,17,60149,11133
scrapy/scrapy,https://github.com/scrapy/scrapy,2010-02-22T02:01:14Z,2026-02-27T22:13:34Z,5849,0,Python,3240,2779,0.8577160493827161,2474,46,60001,11269
jquery/jquery,https://github.com/jquery/jquery,2009-04-03T15:20:14Z,2026-02-27T19:43:10Z,6174,0,JavaScript,2381,2304,0.9676606467870642,865,13,59849,20483
nuxt/nuxt,https://github.com/nuxt/nuxt,2016-10-26T11:18:47Z,2026-02-27T20:46:43Z,3411,0,TypeScript,17152,16346,0.953008395522388,7445,274,59726,5549
spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,2010-12-08T04:04:45Z,2026-02-27T21:51:55Z,5560,0,Java,27871,27560,0.9888414481001758,902,357,59671,38922
pathwaycom/pathway,https://github.com/pathwaycom/pathway,2022-11-27T13:01:14Z,2026-02-27T19:58:11Z,1188,0,Python,140,113,0.8071428571428572,19,84,59590,1607
jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop,2017-05-25T20:58:42Z,2026-02-27T19:30:51Z,3200,0,JavaScript,1736,1676,0.9654377880184332,22,169,59574,5592
CorentinJ/Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,2019-05-26T08:56:15Z,2026-02-27T22:10:35Z,2469,0,Python,1111,951,0.855985598559856,50,0,59387,9409
git/git,https://github.com/git/git,2008-07-23T14:21:26Z,2026-02-27T21:05:05Z,6428,0,C,0,0,,3,0,59364,27573
shadowsocks/shadowsocks-windows,https://github.com/shadowsocks/shadowsocks-windows,2013-01-14T07:54:16Z,2026-02-27T14:12:19Z,4792,0,C#,2915,2727,0.9355060034305317,290,55,59249,16313
meta-llama/llama,https://github.com/meta-llama/llama,2023-02-14T09:29:12Z,2026-02-27T20:14:47Z,1109,0,Python,1110,651,0.5864864864864865,54,0,59176,9821
Solido/awesome-flutter,https://github.com/Solido/awesome-flutter,2017-05-07T11:45:27Z,2026-02-27T21:36:05Z,3218,0,Dart,0,0,,448,0,59114,6862
topjohnwu/Magisk,https://github.com/topjohnwu/Magisk,2016-09-08T12:42:53Z,2026-02-27T20:27:58Z,3459,0,Rust,6488,6449,0.9939889025893958,1688,156,58954,16845
angular/angular.js,https://github.com/angular/angular.js,2010-01-06T00:34:37Z,2026-02-27T11:09:50Z,5896,0,JavaScript,9033,8644,0.9569356802834053,790,0,58930,27253
Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,2019-11-19T17:24:16Z,2026-02-27T22:19:29Z,2292,0,Python,148,84,0.5675675675675675,136,0,58775,11213
PlexPt/awesome-chatgpt-prompts-zh,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,2022-12-12T01:55:03Z,2026-02-27T22:11:24Z,1173,0,,97,59,0.6082474226804123,33,0,58452,13587
cline/cline,https://github.com/cline/cline,2024-07-06T07:28:10Z,2026-02-27T20:38:59Z,601,0,TypeScript,3390,2886,0.8513274336283185,3226,237,58442,5868
rails/rails,https://github.com/rails/rails,2008-04-11T02:19:47Z,2026-02-27T22:04:45Z,6531,0,Ruby,18474,17965,0.9724477644256794,25875,160,58314,22176
FiloSottile/mkcert,https://github.com/FiloSottile/mkcert,2018-06-25T05:33:03Z,2026-02-27T22:06:06Z,2804,0,Go,350,241,0.6885714285714286,52,14,58198,3043
FFmpeg/FFmpeg,https://github.com/FFmpeg/FFmpeg,2011-04-14T14:12:38Z,2026-02-27T22:05:26Z,5433,0,C,0,0,,0,0,57478,13509
sharkdp/bat,https://github.com/sharkdp/bat,2018-04-21T10:52:23Z,2026-02-27T22:15:46Z,2869,0,Rust,1579,1263,0.7998733375554148,1569,43,57414,1463
h5bp/html5-boilerplate,https://github.com/h5bp/html5-boilerplate,2010-01-24T18:03:24Z,2026-02-27T19:16:03Z,5878,0,JavaScript,1358,1353,0.9963181148748159,804,34,57396,12314
FuelLabs/fuel-core,https://github.com/FuelLabs/fuel-core,2020-08-27T21:12:14Z,2026-02-27T15:44:43Z,2010,0,Rust,1153,996,0.8638334778837814,1614,124,57353,2860
usememos/memos,https://github.com/usememos/memos,2021-12-08T15:30:18Z,2026-02-27T22:24:41Z,1542,0,Go,2816,2797,0.9932528409090909,1903,86,57319,4141
pmndrs/zustand,https://github.com/pmndrs/zustand,2019-04-09T09:10:06Z,2026-02-27T21:44:45Z,2516,0,TypeScript,693,691,0.9971139971139971,887,101,57179,1956
scutan90/DeepLearning-500-questions,https://github.com/scutan90/DeepLearning-500-questions,2018-06-27T06:36:45Z,2026-02-27T07:36:39Z,2802,0,JavaScript,192,81,0.421875,302,0,57163,15973
withastro/astro,https://github.com/withastro/astro,2021-03-15T17:19:47Z,2026-02-27T22:08:30Z,1810,0,TypeScript,5964,5773,0.9679745137491617,8194,1000,57142,3174
zylon-ai/private-gpt,https://github.com/zylon-ai/private-gpt,2023-05-02T09:15:31Z,2026-02-27T16:52:37Z,1032,0,Python,1227,965,0.7864710676446618,226,10,57137,7611
ultralytics/yolov5,https://github.com/ultralytics/yolov5,2020-05-18T03:45:11Z,2026-02-27T22:25:45Z,2111,0,Python,9440,9400,0.9957627118644068,2239,10,56876,17428
soimort/you-get,https://github.com/soimort/you-get,2012-08-20T15:53:36Z,2026-02-27T13:47:58Z,4939,0,Python,0,0,,582,123,56751,9789
pocketbase/pocketbase,https://github.com/pocketbase/pocketbase,2022-07-05T06:06:21Z,2026-02-27T22:24:48Z,1333,0,Go,1949,1927,0.9887121600820934,55,244,56432,3153
